recommendation_id,workflow_run_id,request_id,recommendation_status,headline,detail,selected_suppliers,estimated_total_cost,generated_at
REC-0154-01,RUN-0154-01,REQ-0154,generated,"Allocate 40,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,451839.43,2026-02-04 04:30:00
REC-0155-01,RUN-0155-01,REQ-0155,generated,"Allocate 150,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,2225371.18,2026-03-26 09:33:00
REC-0156-01,RUN-0156-01,REQ-0156,generated,"Allocate 120,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,1625484.43,2026-04-05 10:29:00
REC-0157-01,RUN-0157-01,REQ-0157,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-28 00:26:00
REC-0158-01,RUN-0158-01,REQ-0158,generated,"Allocate 90,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,1342615.52,2026-03-17 23:37:00
REC-0159-01,RUN-0159-01,REQ-0159,generated,"Allocate 40,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,604093.91,2026-01-17 04:48:00
REC-0160-01,RUN-0160-01,REQ-0160,generated,"Allocate 90,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,1073943.58,2026-04-10 13:41:00
REC-0161-01,RUN-0161-01,REQ-0161,generated,"Allocate 55,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,509914.46,2026-03-28 18:23:00
REC-0162-01,RUN-0162-01,REQ-0162,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-22 07:13:00
REC-0163-01,RUN-0163-01,REQ-0163,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-06 08:22:00
REC-0164-01,RUN-0164-01,REQ-0164,generated,"Allocate 170,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,1502198.88,2026-03-09 14:53:00
REC-0165-01,RUN-0165-01,REQ-0165,generated,"Allocate 40,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,491771.88,2026-03-18 21:44:00
REC-0166-01,RUN-0166-01,REQ-0166,generated,"Allocate 90,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,1308992.15,2026-01-23 09:37:00
REC-0167-01,RUN-0167-01,REQ-0167,generated,"Allocate 110,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,1608597.23,2026-02-14 08:04:00
REC-0168-01,RUN-0168-01,REQ-0168,generated,"Allocate 55,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,542831.82,2026-02-09 12:41:00
REC-0169-01,RUN-0169-01,REQ-0169,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-07 18:25:00
REC-0170-01,RUN-0170-01,REQ-0170,generated,"Allocate 70,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,770016.84,2026-03-11 04:37:00
REC-0171-01,RUN-0171-01,REQ-0171,generated,"Allocate 110,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,1382223.05,2026-02-12 04:43:00
REC-0172-01,RUN-0172-01,REQ-0172,generated,"Allocate 70,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,805303.61,2026-01-07 14:28:00
REC-0173-01,RUN-0173-01,REQ-0173,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-10 20:12:00
REC-0174-01,RUN-0174-01,REQ-0174,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-18 00:24:00
REC-0175-01,RUN-0175-01,REQ-0175,generated,"Allocate 40,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,372206.19,2026-02-02 07:33:00
REC-0176-01,RUN-0176-01,REQ-0176,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-22 22:57:00
REC-0177-01,RUN-0177-01,REQ-0177,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-12 21:21:00
REC-0178-01,RUN-0178-01,REQ-0178,generated,"Allocate 55,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,698512.67,2026-02-07 21:20:00
REC-0179-01,RUN-0179-01,REQ-0179,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-26 22:05:00
REC-0180-01,RUN-0180-01,REQ-0180,generated,"Allocate 90,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,1297865.63,2026-03-09 16:38:00
REC-0181-01,RUN-0181-01,REQ-0181,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-06 21:03:00
REC-0182-01,RUN-0182-01,REQ-0182,generated,"Allocate 90,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,1163957.49,2026-01-29 08:52:00
REC-0183-01,RUN-0183-01,REQ-0183,generated,"Allocate 40,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,580849.83,2026-03-05 23:16:00
REC-0184-01,RUN-0184-01,REQ-0184,generated,"Allocate 70,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,771062.0,2026-01-18 00:44:00
REC-0185-01,RUN-0185-01,REQ-0185,generated,"Allocate 55,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,501785.69,2026-04-05 23:07:00
REC-0186-01,RUN-0186-01,REQ-0186,generated,"Allocate 150,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,2159675.85,2026-01-10 18:14:00
REC-0187-01,RUN-0187-01,REQ-0187,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-09 23:45:00
REC-0188-01,RUN-0188-01,REQ-0188,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-07 22:09:00
REC-0189-01,RUN-0189-01,REQ-0189,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-27 08:37:00
REC-0190-01,RUN-0190-01,REQ-0190,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-03 07:33:00
REC-0191-01,RUN-0191-01,REQ-0191,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-19 02:23:00
REC-0192-01,RUN-0192-01,REQ-0192,generated,"Allocate 40,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,485282.69,2026-03-12 22:18:00
REC-0193-01,RUN-0193-01,REQ-0193,generated,"Allocate 40,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,557272.74,2026-03-26 15:54:00
REC-0194-01,RUN-0194-01,REQ-0194,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-05 09:10:00
REC-0195-01,RUN-0195-01,REQ-0195,generated,"Allocate 70,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,719054.57,2026-03-27 04:51:00
REC-0196-01,RUN-0196-01,REQ-0196,generated,"Allocate 120,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,1725461.24,2026-01-18 04:13:00
REC-0197-01,RUN-0197-01,REQ-0197,generated,"Allocate 110,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,1467679.78,2026-03-17 22:03:00
REC-0198-01,RUN-0198-01,REQ-0198,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-19 19:35:00
REC-0199-01,RUN-0199-01,REQ-0199,generated,"Allocate 170,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,1750418.7,2026-03-29 00:16:00
REC-0200-01,RUN-0200-01,REQ-0200,generated,"Allocate 110,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,1145344.86,2026-01-06 15:14:00
REC-0201-01,RUN-0201-01,REQ-0201,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-16 01:37:00
REC-0202-01,RUN-0202-01,REQ-0202,generated,"Allocate 70,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,724169.92,2026-03-09 17:54:00
REC-0203-01,RUN-0203-01,REQ-0203,generated,"Allocate 55,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,478987.29,2026-03-21 05:22:00
REC-0204-01,RUN-0204-01,REQ-0204,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-22 15:20:00
REC-0205-01,RUN-0205-01,REQ-0205,generated,"Allocate 170,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,2147840.85,2026-01-06 17:27:00
REC-0206-01,RUN-0206-01,REQ-0206,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-16 17:07:00
REC-0207-01,RUN-0207-01,REQ-0207,generated,"Allocate 110,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,1573048.47,2026-01-30 21:12:00
REC-0208-01,RUN-0208-01,REQ-0208,generated,"Allocate 55,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,626878.8,2026-02-13 17:44:00
REC-0209-01,RUN-0209-01,REQ-0209,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-04 00:16:00
REC-0210-01,RUN-0210-01,REQ-0210,generated,"Allocate 70,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,723515.1,2026-02-23 03:56:00
REC-0211-01,RUN-0211-01,REQ-0211,generated,"Allocate 110,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,1392473.18,2026-02-15 17:30:00
REC-0212-01,RUN-0212-01,REQ-0212,generated,"Allocate 70,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,875034.31,2026-03-04 14:30:00
REC-0213-01,RUN-0213-01,REQ-0213,generated,"Allocate 55,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,566788.26,2026-02-11 06:53:00
REC-0214-01,RUN-0214-01,REQ-0214,generated,"Allocate 135,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,1221374.46,2026-02-25 13:57:00
REC-0215-01,RUN-0215-01,REQ-0215,generated,"Allocate 110,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,1158574.03,2026-01-15 02:41:00
REC-0216-01,RUN-0216-01,REQ-0216,generated,"Allocate 90,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,1350845.01,2026-02-03 15:48:00
REC-0217-01,RUN-0217-01,REQ-0217,generated,"Allocate 120,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,1782468.89,2026-02-15 00:54:00
REC-0218-01,RUN-0218-01,REQ-0218,generated,"Allocate 70,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,1010506.28,2026-01-27 12:50:00
REC-0219-01,RUN-0219-01,REQ-0219,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-01 11:38:00
REC-0220-01,RUN-0220-01,REQ-0220,generated,"Allocate 170,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,1985425.83,2026-03-23 19:53:00
REC-0221-01,RUN-0221-01,REQ-0221,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-15 10:36:00
REC-0222-01,RUN-0222-01,REQ-0222,generated,"Allocate 90,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,1318226.45,2026-03-20 09:33:00
REC-0223-01,RUN-0223-01,REQ-0223,generated,"Allocate 40,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,352570.94,2026-01-18 19:38:00
REC-0224-01,RUN-0224-01,REQ-0224,generated,"Allocate 90,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,1077082.51,2026-02-03 04:29:00
REC-0225-01,RUN-0225-01,REQ-0225,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-01 10:10:00
REC-0226-01,RUN-0226-01,REQ-0226,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-09 09:22:00
REC-0227-01,RUN-0227-01,REQ-0227,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-19 22:04:00
REC-0228-01,RUN-0228-01,REQ-0228,generated,"Allocate 170,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,1591920.71,2026-01-19 03:29:00
REC-0229-01,RUN-0229-01,REQ-0229,generated,"Allocate 150,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,2209643.86,2026-02-16 00:21:00
REC-0230-01,RUN-0230-01,REQ-0230,generated,"Allocate 135,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,1274839.4,2026-01-21 11:38:00
REC-0231-01,RUN-0231-01,REQ-0231,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-21 01:33:00
REC-0232-01,RUN-0232-01,REQ-0232,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-31 08:48:00
REC-0233-01,RUN-0233-01,REQ-0233,generated,"Allocate 110,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,1034697.45,2026-01-31 11:47:00
REC-0234-01,RUN-0234-01,REQ-0234,generated,"Allocate 135,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,1227638.22,2026-02-17 22:01:00
REC-0235-01,RUN-0235-01,REQ-0235,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-11 18:24:00
REC-0236-01,RUN-0236-01,REQ-0236,generated,"Allocate 150,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,1418960.82,2026-02-15 09:21:00
REC-0237-01,RUN-0237-01,REQ-0237,generated,"Allocate 110,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,1270247.41,2026-02-02 02:54:00
